,Age,Birth_Place,College,Current_Team,Experience,Position,First_Name,Last_Name
6379,66.0,"Franklin , PA",Tabor,,8 Seasons,,Lawrence, Rolland
6380,28.0,"Long Island , NY",Louisiana-Lafayette,,1 Season,,Hagans, Cordian
6381,28.0,"San Antonio , TX",Texas,,1 Season,,Lawrence, Hunter
6382,39.0,"San Francisco , CA",Washington,,2 Seasons,,Issa, Jabari
6383,40.0,"Iowa Falls , IA",Iowa,,11 Seasons,,DeVries, Jared
6384,,"Muskegon , MI",Syracuse,,2 Seasons,,Anderson, Will
6385,22.0,,Oregon,Tennessee Titans,Rookie,LB,Ragin, Johnny
6386,,"Bridgeport , OH",Ohio State,,9 Seasons,,Jobko, Bill
6387,39.0,"Sacramento , CA",Colorado,,1 Season,,Wheeler, Damen
6388,25.0,"Carson , CA",USC,Cincinnati Bengals,3rd season,CB,Shaw, Josh
6389,33.0,"Upper Marlboro , MD",Oklahoma,,3 Seasons,,Balogun, Mike
6390,32.0,"Russellville , AL",Tennessee,,2 Seasons,,Sears, Arron
6391,48.0,"Lilburn , GA",North Carolina State,,10 Seasons,,Thomas, Mark
6392,35.0,"East Wenetchee , WA",Eastern Oregon State,,0 Season,,Hannah, Nick
6393,63.0,"Queens , NY",Penn State,,7 Seasons,,Mauti, Rich
6394,61.0,"Sacramento , CA",UCLA,,6 Seasons,,Owens, James
6395,53.0,"Pomona , CA",Boise State,,1 Season,,Ellis, Jim
6396,26.0,"Eunice , LA",LSU,Washington Redskins,5th season,CB,Simon, Tharold
6397,59.0,"Anaheim , CA",Washington,,2 Seasons,,Van Divier, Randy
6398,79.0,"Corinth , MS",Southern Illinois,,3 Seasons,,Shannon, Carver
6399,56.0,"Oakland , CA",Millikin,,2 Seasons,,Perryman, Jim
6400,68.0,"Batavia , IL",Augustana (Ill.),,16 Seasons,,Anderson, Ken
6401,67.0,"Pittsburgh , PA",Pittsburgh,,6 Seasons,,Salter, Bryant
6402,32.0,,Auburn,,1 Season,,Vaughn, John
6403,85.0,"New Bedford , MA",Ohio State,,4 Seasons,,Watkins, Bobby
6404,,"Huntsville , AL",Morgan State,,1 Season,,Harris, Elmore
6405,47.0,"Runge , TX",Houston,,7 Seasons,,Gisler, Mike
6406,37.0,"Queens , NY",Michigan State,,9 Seasons,,Baker, Chris
6407,,"Moose Lake , MN",Minnesota,,2 Seasons,,Gay, Chet
6408,68.0,"Indianapolis , IN",Indiana,,3 Seasons,,Andrews, John
6409,42.0,"Memphis , TN",Tennessee,,1 Season,,Noel, Tori
6410,35.0,,Southern Methodist,,1 Season,,Harris, Sterling
6411,58.0,"La Grange , TX",Texas,,8 Seasons,,Scholtz, Bruce
6412,23.0,"Trabuco Canyon , CA",USC,Los Angeles Chargers,2nd season,C,Tuerk, Max
6413,86.0,"Warwick , VA",Florida State,,1 Season,,Feamster, Tom
6414,25.0,"Mobile , AL",Samford,San Francisco 49ers,3rd season,FS,Tartt, Jaquiski
6415,69.0,"Knob Lick , MO",Purdue,,1 Season,,Bayless, Tom
6416,68.0,"Chicago , IL",Iowa State,,1 Season,,Allen, Jeff
6417,55.0,"Oakland , CA",Washington State,,4 Seasons,,Tautalatasi, Junior
6418,54.0,"Temple , TX",Texas State,,10 Seasons,,Sanders, Ricky
6419,38.0,"Fort Worth , TX",Texas Christian,,4 Seasons,,James, Cedric
6420,28.0,,California,,1 Season,,Nnabuife, Bryant
6421,55.0,"Conroe , TX",Brigham Young,,18 Seasons,,Johnson, Lee
6422,28.0,"Muskegon , MI",USC,,2 Seasons,,Johnson, Ronald
6423,,"Iowa Falls , IA",Northern Iowa,,3 Seasons,,Schultz, Randy
6424,86.0,"Belle Vernon , PA",Tennessee,,10 Seasons,,Rechichar, Bert
6425,62.0,"Bridgeport , CT",Connecticut,,4 Seasons,,Giaquinto, Nick
6426,79.0,"Hudson , MA",Wake Forest,,2 Seasons,,Manning, Pete
6427,49.0,"Springboro , OH",Anderson (Ind.),,3 Seasons,,Lamb, Brad
6428,29.0,,Florida State,,1 Season,,Reed, Bert
6429,,,No College,,1 Season,,King, null
6430,47.0,"La Grange , GA",Middle Tennessee State,,11 Seasons,,Carter, Marty
6431,43.0,,Southern University,,1 Season,,Baker, Donnell
6432,52.0,"East Los Angeles , CA",Prairie View A&M,,1 Season,,Johnson, Samuel
6433,42.0,"Villa Rica , GA",Georgia,,3 Seasons,,Tolbert, Brandon
6434,65.0,"Jersey City , NJ",Princeton,,9 Seasons,,Barisich, Carl
6435,30.0,"Honolulu , HI",California,Pittsburgh Steelers,8th season,DE,Alualu, Tyson
6436,75.0,"Henderson , TX",Texas,,2 Seasons,,Wade, Tommy
6437,49.0,"Commerce , GA",Clemson,,11 Seasons,,Allen, Terry
6438,55.0,"Pittsburgh , PA",Ohio State,,5 Seasons,,Frank, John
6439,86.0,"Gilmer , TX",Southern Methodist,,11 Seasons,,Norton, Jerry
6440,66.0,"Daytona Beach , FL",Bethune-Cookman,,2 Seasons,,Lee, Willie
6441,71.0,"Coleman , TX",West Texas A&M,,1 Season,,Campbell, Jim
6442,30.0,"Ogden , UT",Southwestern Oklahoma State,,1 Season,,Sawyer, Joe
6443,26.0,,Iowa,,1 Season,,Davis, Keenan
6444,92.0,"Dixie , LA",Arkansas,,4 Seasons,,Scott, Clyde
6445,25.0,"Memphis , TN",Kentucky,,1 Season,,Neloms, Martavius
6446,24.0,"Buffalo , NY",Kansas State,New England Patriots,1st season,FB,Gronkowski, Glenn
6447,24.0,"Los Angeles , CA",USC,Tennessee Titans,1st season,DT,Woods, Antwaun
6448,61.0,"Kirkland , WA",California,,1 Season,,O'Brien, Mike
6449,57.0,"Chicago , IL",Michigan,,3 Seasons,,Thompson, Robert
6450,58.0,"Salem , OH",Cincinnati,,9 Seasons,,Karlis, Rich
6451,81.0,"Alliance , OH",Purdue,,19 Seasons,,Dawson, Len
6452,,,No College,,3 Seasons,,Gaustad, Dutch
6453,65.0,"Virgilinia , VA",Missouri,,1 Season,,Reamon, Tommy
6454,27.0,"Baltimore , MD",West Virginia,Los Angeles Rams,5th season,WR,Austin, Tavon
6455,28.0,"Elkhorn , WI",Northern Illinois,,2 Seasons,,Wedige, Scott
6456,,"Plainfield , NJ",Wyoming,,6 Seasons,,Washington, Vic
6457,77.0,"Houston , TX",Texas Southern,,9 Seasons,,Frazier, Charley
6458,,"Council Bluffs , IA",San Francisco State,,12 Seasons,,Peters, Floyd
6459,,"Gatesville , TX",Baylor,,1 Season,,Weathers, Cop
6460,58.0,"Sioux City , IA",Iowa,,5 Seasons,,Harty, John
6461,64.0,"Lake City , FL",Texas Southern,,4 Seasons,,Hart, Harold
6462,68.0,"Chesapeake , VA",Norfolk State,,9 Seasons,,Jarvis, Ray
6463,36.0,,Cincinnati,,1 Season,,Vann, LaDaris
6464,40.0,"Ventura , CA",Colorado State,,2 Seasons,,Olson, Erik
6465,27.0,,Clemson,,1 Season,,Watson, Josh
6466,78.0,"Corsicana , TX",Howard Payne,,7 Seasons,,Jacobs, Ray
6467,24.0,,Michigan State,New Orleans Saints,1st season,C,Allen, Jack
6468,35.0,"Pottstown , PA",Temple,,3 Seasons,,Wallace, Rian
6469,67.0,"Montgomery , AL",Auburn,,3 Seasons,,Beasley, Terry
6470,,"Sulphur , OK",Oklahoma State,,3 Seasons,,Arms, Loyd
6471,51.0,"Syracuse , NY",Syracuse,,4 Seasons,,Schwedes, Scott
6472,35.0,"Schaumburg , IL",Western Illinois,,0 Season,,Fitzhugh, Shannon
6473,26.0,"Manahawkin , NJ",Penn State,,2 Seasons,,Carson, Glenn
6474,,"Chicago , IL",Purdue,,1 Season,,Janecek, Clarence
6475,22.0,"Groveport , OH",Illinois,Jacksonville Jaguars,Rookie,DE,Smoot, Dawuane
6476,25.0,Lagos Nigeria,Toledo,,2 Seasons,,Fatinikun, T.J.
6477,23.0,"Chicago , IL",Northern Illinois,Detroit Lions,Rookie,WR,Golladay, Kenny
6478,41.0,"Los Altos , CA",Dartmouth,,4 Seasons,,Walz, Zack
6479,48.0,"Fort Gordon , GA",Georgia,,5 Seasons,,Marshall, Arthur
6480,22.0,,Kansas State,Atlanta Falcons,Rookie,WR,Burton, Deante
6481,,"Smithfield , NE",Nebraska,,4 Seasons,,DeFruiter, Bob
6482,62.0,"Phildelphia , PA",Arizona,,1 Season,,Piper, Scott
6483,50.0,"Miami , FL",Miami (Fla.),,4 Seasons,,Peguese, Willis
6484,51.0,"Fort Lauderdale , FL",Miami (Fla.),,12 Seasons,,Irvin, Michael
6485,28.0,,South Carolina,,1 Season,,Jerideau, Byron
6486,,"Los Angeles , CA",Stanford,,1 Season,,Garrett, Bobby
6487,,"Sugar Creek , OH",Ohio State,,1 Season,,Fekete, Gene
6488,29.0,"Rahway , NJ",Temple,,4 Seasons,,Neblett, Andre
6489,,,Colorado,,0 Season,,Klatt, Joel
6490,23.0,"Richmond , VA",Virginia Tech,Buffalo Bills,Rookie,DT,Williams, Nigel
6491,38.0,"Lufkin , TX",Texas A&M,,9 Seasons,,Hall, Dante
6492,49.0,"Erie , PA",Norfolk State,,2 Seasons,,Jimerson, A.J.
6493,,"Roscoe , PA",Penn State,,2 Seasons,,Tobin, Elgie
6494,28.0,"Fort Lauderdale , FL",Pittsburgh,Indianapolis Colts,7th season,LB,Sheard, Jabaal
6495,,,Stanford,Miami Dolphins,Rookie,WR,Owusu, Francis
6496,37.0,"Miami , FL",Miami (Fla.),,4 Seasons,,Gonzalez, Joaquin
6497,26.0,"Los Angeles , CA",UCLA,Minnesota Vikings,5th season,DE,Jones, Datone
6498,21.0,"Belleville , IL",USC,Tennessee Titans,Rookie,CB,Jackson, Adoree'
6499,,"Paxton , IN",No College,,1 Season,,Ladson, Tiny
6500,52.0,"Jacksonville , FL",Cincinnati,,7 Seasons,,Gordon, Alex
6501,,,Central Michigan,,1 Season,,Cherocci, Justin
6502,68.0,"Kansas City , MO",Kansas,,9 Seasons,,Bailey, Jim
6503,26.0,"Cornelia , GA",Georgia,New York Giants,3rd season,WR,King, Tavarres
6504,,,Washington & Lee,,2 Seasons,,Van Horn, Charlie
6505,34.0,Dorking England,St. Joseph College,,3 Seasons,,Allen, Marvin
6506,63.0,"Bethlehem , PA",Penn State,,13 Seasons,,Hartenstine, Mike
6507,41.0,"Lancaster , CA",Arizona State,,1 Season,,Von der Ahe, Scott
6508,27.0,Azua Dominican Republic,Towson,New York Jets,Rookie,LB,Beltre, Frank
6509,,"Nashville , TN",Vanderbilt,,13 Seasons,,Wade, Billy
6510,38.0,"Sacramento , CA",Colorado,,12 Seasons,,Bannan, Justin
6511,50.0,"Belle Glade , FL",Virginia,,1 Season,,Ford, John
6512,33.0,"Akron , OH",Akron,,3 Seasons,,Alleman, Andy
6513,79.0,Freiburg Germany,Syracuse,,2 Seasons,,Schwedes, Gerhard
6514,36.0,"Los Angeles , CA",Arizona,,8 Seasons,,Wade, Bobby
6515,,"Portland , OR",Stanford,,1 Season,,Taylor, Chuck
6516,,"Cisco , TX",Texas,,1 Season,,Barton, Don
6517,45.0,"Chicago , IL",Notre Dame,,9 Seasons,,Gibson, Oliver
6518,53.0,"Los Angeles , CA",Long Beach State,,1 Season,,Gaines, Sheldon
6519,50.0,"Waco , TX",Texas Tech,,1 Season,,Walker, Wayne
6520,,"Akron , OH",Northwestern,,2 Seasons,,Rector, Ron
6521,53.0,"Wausau , WI",Iowa State,,1 Season,,Liter, Greg
6522,29.0,"Memphis , TN",Mississippi,,6 Seasons,,Vaughn, Cassius
6523,,,Fordham,,2 Seasons,,Feaster, Bill
6524,,"Clinton , OH",Lafayette,,1 Season,,Deibel, Art
6525,29.0,Anambra Nigeria,Louisville,,7 Seasons,,Okoye, Amobi
6526,30.0,"Lufkin , TX",Texas,,6 Seasons,,Finley, Jermichael
6527,32.0,"Miami , FL",Nebraska-Omaha,,0 Season,,Eloi, Keith
6528,30.0,"Waterloo , IA",Northern Iowa,,1 Season,,Oordt, Schuylar
6529,,"Canonsburg , PA",Kentucky,,7 Seasons,,Kotar, Doug
6530,38.0,"Tyler , TX",Baylor,,8 Seasons,,Baxter, Gary
6531,26.0,"Denver , CO",Eastern Washington,,1 Season,,Kaufman, Brandon
6532,,"South Bend , IN",Wabash,,7 Seasons,,Bacon, Frank
6533,26.0,"Dallas , TX",Texas Christian,,2 Seasons,,Dawson, Skye
6534,,"Bellevue , OH",St. Louis,,2 Seasons,,LaPresta, Benny
6535,42.0,"Riverside , CA",Penn State,,8 Seasons,,Nelson, Jim
6536,29.0,,Nebraska,,2 Seasons,,Allen, Pierre
6537,,St. Thomas Virgin Islands,Boston College,,2 Seasons,,Caesar, Ivan
6538,,,Catholic,,2 Seasons,,Mayer, Emil
6539,34.0,,North Carolina,,3 Seasons,,Baker, Matt
6540,27.0,"Elizabeth , NJ",Temple,New York Jets,7th season,DE,Wilkerson, Muhammad
6541,,,No College,,1 Season,,Norton, Ray
6542,52.0,"Fort Atkinson , WI",Nebraska,,3 Seasons,,Neubert, Keith
6543,67.0,"Levittown , PA",Maryland,,7 Seasons,,Marshall, Larry
6544,41.0,"East Point , GA",Mississippi State,,12 Seasons,,Thomas, Randy
6545,58.0,"Macon , MS",Jackson State,,4 Seasons,,Barnett, Buster
6546,21.0,,Duke,Oakland Raiders,Rookie,DB,Borders, Breon
6547,25.0,"Houston , TX",Columbia,New York Jets,5th season,LB,Martin, Josh
6548,,,Michigan State,,1 Season,,Discenzo, Tony
6549,40.0,"Renton , WA",Air Force,,7 Seasons,,Fisher, Bryce
6550,33.0,"Hudson , NY",Albany,,3 Seasons,,Barksdale, Rashad
6551,52.0,"Dumas , AR",Delta State,,1 Season,,James, Arrike
6552,,"Burnwell , KY",Charleston (WV),,3 Seasons,,Adams, Verlin
6553,26.0,,Portland State,,1 Season,,Adams, D.J.
6554,54.0,,New Hampshire,,1 Season,,Saranovitz, Brian
6555,,"Colegrove , PA",Detroit Mercy,,1 Season,,Bahan, Pete
6556,73.0,"Corpus Christi , TX",Texas Christian,,6 Seasons,,Nix, Kent
6557,59.0,"Pasadena , CA",San Jose State,,1 Season,,Katolin, Mike
6558,36.0,"Franklin , TN",Tennessee,,3 Seasons,,Fleming, Troy
6559,,"Columbia , MO",Missouri,,2 Seasons,,West, Mel
6560,30.0,"St. Louis , MO",USC,,3 Seasons,,Thomas, Kevin
6561,54.0,"Alexander City , AL",Brigham Young,,1 Season,,Parker, Robert
6562,33.0,"New Orleans , LA",Florida State,,1 Season,,Irons, Paul
6563,,"Louisville , KY",Louisville,,2 Seasons,,Ford, Salem
6564,26.0,,Florida,,2 Seasons,,Nixon, Xavier
6565,,"Tonowanda , NY",Buffalo,,1 Season,,Kibler, Bill
6566,23.0,"Phenix City , AL",Arkansas State,Seattle Seahawks,1st season,WR,McKissic, J.D.
6567,31.0,"Oakland , CA",Penn State,,1 Season,,Cadogan, Gerald
6568,45.0,"St. Louis , MO",Southeast Missouri State,,5 Seasons,,Walker, Marquis
6569,34.0,"Houma , LA",Southern Illinois,,9 Seasons,,Jacobs, Brandon
6570,35.0,"Windsor , Ontario",Stanford,,8 Seasons,,Atogwe, Oshiomogho
6571,26.0,"Simpsonville , SC",Clemson,New York Jets,4th season,K,Catanzaro, Chandler
6572,,"San Rafael , CA",U. of Pacific,,11 Seasons,,LeBaron, Eddie
6573,,"Ashland , KY",Kentucky,,6 Seasons,,Johnson, Bert
6574,28.0,"Largo , FL",Mississippi,Los Angeles Chargers,8th season,WR,McCluster, Dexter
6575,42.0,"Denver , CO",Washington State,,10 Seasons,,Darling, James
6576,72.0,"Freeport , IL",Illinois,,14 Seasons,,Pearson, Preston
6577,41.0,"Great Falls , MT",Washington State,,4 Seasons,,Leaf, Ryan
6578,29.0,,Kent State,,1 Season,,Lainhart, Brian
6579,26.0,"Youngstown , OH",Ohio State,Indianapolis Colts,5th season,LB,Simon, John
6580,25.0,"Miami , FL",Florida Atlantic,San Francisco 49ers,3rd season,CB,Reaser, Keith
6581,62.0,"Norfolk , NE",Nebraska,,2 Seasons,,Lingenfelter, Bob
6582,80.0,"Los Angeles , CA",Oregon State,,6 Seasons,,Paulson, Dainard
6583,48.0,"Virginia Beach , VA",Penn State,,5 Seasons,,Goganious, Keith
6584,62.0,"Savannah , GA",Arkansas State,,5 Seasons,,Harris, Leroy
6585,45.0,"Chipley , FL",Florida State,,10 Seasons,,Lee, Amp
6586,,"New Derry , PA",Penn State,,1 Season,,Joe, Larry
6587,34.0,,Fresno State,,0 Season,,Washington, Raymond
6588,,"Austin , TX",Texas,,6 Seasons,,Jackson, Ken
6589,65.0,"Shreveport , LA",Northwestern State-Louisiana,,1 Season,,Walker, Randy
6590,,"Chico , CA",Cal State-Chico,,2 Seasons,,Maderos, George
6591,,"Los Angeles , CA",UCLA,,1 Season,,Nagel, Ray
6592,47.0,,William & Mary,,2 Seasons,,Hakel, Chris
6593,55.0,"Milwaukee , WI",UCLA,,11 Seasons,,Schroeder, Jay
6594,,"Athens , TX",San Francisco,,6 Seasons,,Scott, Joe
6595,44.0,"Lake Charles , LA",LSU,,13 Seasons,,Kennison, Eddie
6596,,"Marshfield , WI",Wisconsin,,1 Season,,Schuelke, Karl
6597,39.0,"New Rochelle , NY",North Carolina,,1 Season,,Wagstaff, James
6598,,"Hartsville , NY",Pittsburgh,,2 Seasons,,Ashbaugh, Bill
6599,,"Chelsea , MI",Detroit Mercy,,1 Season,,Allen, Lynn
6600,30.0,"San Diego , CA",North Carolina,,6 Seasons,,Quinn, Richard
6601,47.0,"Rockingham , NC",Clemson,,3 Seasons,,Thomas, Doug
6602,29.0,,South Carolina,,1 Season,,Ajiboye, Ladi
6603,39.0,"Atlanta , GA",Mississippi State,,3 Seasons,,Bean, Robert
6604,,"Traverse City , MI",Michigan,,1 Season,,Edwards, Tom
6605,28.0,"Las Vegas , NV",Boise State,Denver Broncos,5th season,DE,Winn, Billy
6606,51.0,"Houston , TX",Houston,,6 Seasons,,Veasey, Craig
6607,46.0,"Picayune , MS",Arizona State,,2 Seasons,,Davison, Jerone
6608,42.0,"Pickens , MS",Mississippi State,,2 Seasons,,Day, Terry
6609,52.0,"Chicago , IL",South Carolina,,7 Seasons,,Sharpe, Sterling
6610,52.0,"Santa Rosa , CA",Cal State-Fullerton,,8 Seasons,,Thornton, Jim
6611,,"Evanston , IL",Northwestern,,1 Season,,Marquardt, Rube
6612,44.0,"Emporia , VA",North Carolina,,7 Seasons,,Parker, Riddick
6613,26.0,"Oakland , CA",West Texas A&M,Los Angeles Rams,4th season,DE,Westbrooks, Ethan
6614,78.0,"Dallas , TX",Washington,,1 Season,,Fleming, George
6615,59.0,"Pahokee , FL",Pittsburgh,,15 Seasons,,Jackson, Rickey
6616,43.0,"Thomasville , GA",Louisville,,12 Seasons,,Madison, Sam
6617,,"Van Zandt Co. , TX",Southern Methodist,,1 Season,,Vaughn, Bill
6618,40.0,,Washington,,1 Season,,Ward, Chad
6619,46.0,"Newark , NJ",Syracuse,,10 Seasons,,Ismail, Qadry
6620,35.0,"San Diego , CA",Hawaii,,8 Seasons,,Tinoisamoa, Pisa
6621,,"Lawrenceville , PA",Duquesne,,2 Seasons,,Nery, Carl
6622,54.0,"Helena , AR",Memphis,,1 Season,,Jackson, Enis
6623,26.0,"Greensboro , NC",Louisiana-Lafayette,,1 Season,,Thompson, Ian
6624,40.0,"New Orleans , LA",Michigan,,12 Seasons,,Hall, James
6625,29.0,,Auburn,,1 Season,,Zachery, Terrell
6626,51.0,"Oklahoma City , OK",Jackson State,,7 Seasons,,Tillman, Lewis
6627,21.0,"Scottsdale , AZ",UCLA,Jacksonville Jaguars,2nd season,OLB,Jack, Myles
6628,27.0,"Danville , KY",Centre,Tennessee Titans,3rd season,P,Gay, Jordan
6629,33.0,"San Diego , CA",Brigham Young,,5 Seasons,,Watkins, Todd
6630,23.0,"Galena , OH",Ashland,Chicago Bears,Rookie,TE,Shaheen, Adam
6631,,"Birmingham , AL",Tennessee,,1 Season,,Tarrant, Jimmy
6632,59.0,"Wrens , GA",Georgia Tech,,4 Seasons,,Johnson, Henry
6633,52.0,"Union City , NJ",Notre Dame,,1 Season,,Kovaleski, Mike
6634,,,Georgetown,,1 Season,,Liston, Paul
6635,28.0,"Edgewood , KY",Grand Valley State,Carolina Panthers,5th season,WR,Johnson, Charles
6636,47.0,"Washington , DC",Delaware,,5 Seasons,,Jacobs, Tim
6637,34.0,"Lake City , FL",Florida State,,4 Seasons,,Carter, Jerome
6638,27.0,"Woodstock , IL",Northern Illinois,,2 Seasons,,Schepler, Jason
6639,,"Manor , TX",Texas A&M,,3 Seasons,,Pannell, Ernie
6640,54.0,"Cleveland , OH",Thiel,,1 Season,,Pippens, Woodie
6641,43.0,"Los Gatos , CA",New Mexico State,,2 Seasons,,Manuel, Sean
6642,63.0,"Wharton , TX",Colorado,,7 Seasons,,Waddy, Billy
6643,26.0,"Seffner , FL",South Florida,,1 Season,,Giddins, Ryne
6644,22.0,"Western Springs , IL",Memphis,Cincinnati Bengals,Rookie,K,Elliott, Jake
6645,38.0,"Lincoln , IL",Illinois State,,2 Seasons,,King, Andy
6646,42.0,"Waterbury , CT",Southern Connecticut State,,1 Season,,Ortiz, Chris
6647,26.0,,Utah State,,2 Seasons,,Pataiali'i, A.J.
6648,31.0,,Miami (Fla.),,1 Season,,Bain, Andrew
6649,57.0,"Oakland , CA",San Francisco,,5 Seasons,,McAlister, Ken
6650,,,St. Mary's (CA),,1 Season,,Perrie, Mike
6651,25.0,"Austin , TX",Baylor,Los Angeles Rams,3rd season,ILB,Hager, Bryce
6652,40.0,"Portland , OR",Navy,,11 Seasons,,Wahle, Mike
6653,58.0,"Houston , TX",Oklahoma State,,5 Seasons,,Johnson, Gregg
6654,31.0,"Tustin , CA",Nevada-Las Vegas,,2 Seasons,,Bell, Beau
6655,65.0,"Detroit , MI",Michigan,,2 Seasons,,Cipa, Larry
6656,25.0,"Macon , GA",Georgia Tech,San Francisco 49ers,1st season,WR,Smelter, DeAndre
6657,24.0,"Naples , FL",Ohio State,Denver Broncos,3rd season,TE,Heuerman, Jeff
6658,34.0,,Nebraska-Omaha,,1 Season,,Denney, Chris
6659,25.0,"Spring Valley , NY",Marist,Miami Dolphins,4th season,DE,Fede, Terrence
6660,53.0,"Bay City , TX",Houston,,2 Seasons,,Franklin, Pat
6661,,"Cincinnati , OH",Notre Dame,,10 Seasons,,Ratterman, George
6662,28.0,"Bluffton , IN",Northern Illinois,,3 Seasons,,Harnish, Chandler
6663,25.0,"Anaheim , CA",Cal Poly-S.L.O.,Los Angeles Chargers,3rd season,LB,Dzubnar, Nick
6664,,"Milton , PA",West Liberty State,,2 Seasons,,Campiglio, Bob
6665,47.0,"Elizabethtown , NC",Hampton,,1 Season,,Martin, Emerson
6666,,"Shenandoah , PA",Temple,,3 Seasons,,Pilconis, Joe
6667,37.0,"Savannah , GA",Georgia,,4 Seasons,,Mallard, Josh
6668,53.0,"Toledo , OH",Toledo,,2 Seasons,,Inglis, Tim
6669,,"Mount Clemens , MI",Michigan State,,1 Season,,Pingel, Johnny
6670,26.0,"Fresno , CA",California,Philadelphia Eagles,6th season,OLB,Kendricks, Mychal
6671,56.0,"Barberton , OH",Michigan,,2 Seasons,,Ricks, Lawrence
6672,21.0,"Alton , IL",Ohio State,Dallas Cowboys,2nd season,RB,Elliott, Ezekiel
6673,29.0,,Richmond,,1 Season,,McBride, Eric
6674,54.0,"Boulder , CO",Nebraska,,1 Season,,Knox, Mike
6675,77.0,"Keewatin , MN",Minnesota-Duluth,,1 Season,,Adams, Tom
6676,56.0,"Monessen , PA",Pittsburgh,,2 Seasons,,Dawkins, Julius
6677,53.0,"Fortuna , CA",Sacramento State,,1 Season,,Harrison, Rob
6678,,"Hanover , PA",Bucknell,,2 Seasons,,Kiick, George
6679,,"Boonville , MO",Colorado,,4 Seasons,,Lewis, Ernie
6680,98.0,"Clearfield , PA",St. Vincent,,2 Seasons,,Foltz, Vern
6681,31.0,"Cypress , CA",California,,3 Seasons,,Tepper, Mike
6682,83.0,"Clairton , PA",Clemson,,2 Seasons,,Pagliei, Joe
6683,53.0,"Boston , MA",Michigan,,1 Season,,Rice, Dan
6684,35.0,,Oregon,,2 Seasons,,Vincent, Chris
6685,36.0,"Daphne , AL",Alabama,,5 Seasons,,King, Kenny
6686,,"Weston , WV",Notre Dame,,10 Seasons,,Schrader, Jim
6687,,"Berkeley , CA",Stanford,,3 Seasons,,Norberg, Hank
6688,,,Indiana,Pittsburgh Steelers,Rookie,OG,Cooper, Ethan
6689,44.0,"Baltimore , MD",Baylor,,8 Seasons,,Gardener, Daryl
6690,24.0,"Melbourne , FL",Florida,New York Jets,Rookie,SAF,Maye, Marcus
6691,,"New Orleans , LA",Nevada-Las Vegas,,1 Season,,Geathers, Jeremy
6692,23.0,"Auburn , WA",Stanford,San Francisco 49ers,2nd season,OG,Garnett, Joshua
6693,29.0,"Stafford , TX",North Texas,New Orleans Saints,6th season,OLB,Robertson, Craig
6694,26.0,,Mississippi State,,1 Season,,Perkins, LaDarius
6695,105.0,"Tallat Springs , AL",Samford,,1 Season,,Harrison, Pat
6696,74.0,"Perryman , MD",Maryland East. Shore,,3 Seasons,,Christy, Earl
6697,50.0,"Billings , MT",Montana,,9 Seasons,,Scrafford, Kirk
6698,33.0,"Washington , DC",Florida State,,1 Season,,Nicholson, A.J.
6699,,"Red Lodge , MT",Washington State,,5 Seasons,,Niemi, Laurie
6700,41.0,"Cleveland , OH",Wake Forest,,14 Seasons,,Zelenka, Joe
6701,28.0,"Longview , TX",Oklahoma,Washington Redskins,8th season,T,Williams, Trent
6702,28.0,,Texas Christian,,1 Season,,Wesley, Ed
6703,69.0,"Gardena , CA",USC,,4 Seasons,,Evans, Charlie
6704,68.0,"San Antonio , TX",Missouri,,4 Seasons,,Harrison, Jim
6705,25.0,,Alabama,,1 Season,,Mandell, Cody
6706,35.0,"Pomona , CA",Arizona State,,2 Seasons,,Verdon, Jimmy
6707,37.0,"Kentwood , LA",Southern Mississippi,,5 Seasons,,Walls, Raymond
6708,39.0,"Los Angeles Co. , CA",Boise State,,7 Seasons,,Johnson, Bryan
6709,31.0,"Oakland , CA",California,Oakland Raiders,9th season,RB,Lynch, Marshawn
6710,29.0,"Havelock , NC",James Madison,Pittsburgh Steelers,8th season,OLB,Moats, Arthur
6711,53.0,"Sioux City , IA",Nebraska,,8 Seasons,,Lewis, Bill
6712,,"Cleveland , OH",John Carroll,,4 Seasons,,Armstrong, Graham
6713,,"St. Louis , MO",Michigan,,1 Season,,Callahan, Bob
6714,22.0,,LSU,Tampa Bay Buccaneers,Rookie,ILB,Beckwith, Kendell
6715,32.0,,Clark Atlanta,,0 Season,,Hamm, Jon
6716,60.0,"Chicago , IL",Northern Colorado,,1 Season,,Gaunty, Steve
6717,26.0,,Syracuse,,0 Season,,Thomas, Phillip
6718,68.0,"Madison , WI",Wisconsin,,11 Seasons,,Voigt, Stu
6719,,"Brookfield , NY",Colgate,,1 Season,,Chesbro, Red
6720,59.0,"San Jose , CA",Washington,,7 Seasons,,Toews, Jeff
6721,34.0,"Oakland , CA",Hawaii,,0 Season,,Ilaoa, Nate
6722,39.0,"Washington Co. , NC",North Carolina A&T,,2 Seasons,,Basnight, Michael
6723,30.0,"Houston , TX",Texas A&M,,4 Seasons,,Obiozor, Cyril
6724,26.0,"Wichita , KS",Kansas State,Seattle Seahawks,5th season,LB,Brown, Arthur
6725,,"Louisville , KY",Miami (Fla.),,5 Seasons,,Matlock, John
6726,,"Youngstown , OH",Pittsburgh,,2 Seasons,,Salata, Andy
6727,67.0,"Corbin , KY",Kentucky,,11 Seasons,,Neal, Dan
6728,27.0,,Southern Illinois,,3 Seasons,,Hampton, Jewel
